pa, pp, ta, tp
the weird minister comforts the husband .,the husband is comforted by the weird minister .,a buddy removed a knife .,a knife was removed by a buddy .
the jewish princess catches the guest .,the guest is caught by the jewish princess .,a buddy removed a knife .,a knife was removed by a buddy .
the cool bishop teaches the nurse .,the nurse is taught by the cool bishop .,a buddy removed a knife .,a knife was removed by a buddy .
the odd hero tastes the salad .,the salad is tasted by the odd hero .,a buddy removed a knife .,a knife was removed by a buddy .
a sexy winner surprised an employer .,an employer was surprised by a sexy winner .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a weird champion wrapped a machine .,a machine was wrapped by a weird champion .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a sophisticated chief raised a salad .,a salad was raised by a sophisticated chief .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a holy king removed a knife .,a knife was removed by a holy king .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a reliable minister bothered a business .,a business was bothered by a reliable minister .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a critical candidate caught a bowl .,a bowl was caught by a critical candidate .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a blind buddy bothered a son .,a son was bothered by a blind buddy .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a calm captain raised a mother .,a mother was raised by a calm captain .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a french student hurt a captain .,a captain was hurt by a french student .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a nice hero understood a chief .,a chief was understood by a nice hero .,the lawyer discovers the beer .,the beer is discovered by the lawyer .
a sick wife punched a champion .,a champion was punched by a sick wife .,the secretary destroys the pie .,the pie is destroyed by the secretary .
a loud teacher dragged a crystal .,a crystal was dragged by a loud teacher .,the secretary destroys the pie .,the pie is destroyed by the secretary .
a guilty cousin accepted a wire .,a wire was accepted by a guilty cousin .,the secretary destroys the pie .,the pie is destroyed by the secretary .
a hungry daughter drank a tea .,a tea was drunk by a hungry daughter .,the secretary destroys the pie .,the pie is destroyed by the secretary .
an honest aunt raised a tea .,a tea was raised by an honest aunt .,the secretary destroys the pie .,the pie is destroyed by the secretary .
a ill friend asked a corporation .,a corporation was asked by a ill friend .,the secretary destroys the pie .,the pie is destroyed by the secretary .
a famous child prepared a beer .,a beer was prepared by a famous child .,the secretary destroys the pie .,the pie is destroyed by the secretary .
a violent doctor asked an administration .,an administration was asked by a violent doctor .,the secretary destroys the pie .,the pie is destroyed by the secretary .
a rough champion kissed a daughter .,a daughter was kissed by a rough champion .,the secretary destroys the pie .,the pie is destroyed by the secretary .
a wonderful soldier helped a professor .,a professor was helped by a wonderful soldier .,the secretary destroys the pie .,the pie is destroyed by the secretary .
an important opponent embraces a son .,a son is embraced by an important opponent .,the prince followed the mayor .,the mayor was followed by the prince .
a violent champion prepares a chocolate .,a chocolate is prepared by a violent champion .,the prince followed the mayor .,the mayor was followed by the prince .
an attractive author kills a minister .,a minister is killed by an attractive author .,the prince followed the mayor .,the mayor was followed by the prince .
a special reader drinks a juice .,a juice is drunk by a special reader .,the prince followed the mayor .,the mayor was followed by the prince .
an athletic author smells a pie .,a pie is smelled by an athletic author .,the prince followed the mayor .,the mayor was followed by the prince .
a willing kid hurts an author .,an author is hurt by a willing kid .,the prince followed the mayor .,the mayor was followed by the prince .
a ordinary husband eats a chicken .,a chicken is eaten by a ordinary husband .,the prince followed the mayor .,the mayor was followed by the prince .
a poor parent judges a cop .,a cop is judged by a poor parent .,the prince followed the mayor .,the mayor was followed by the prince .
a guilty son forgets a mother .,a mother is forgotten by a guilty son .,the prince followed the mayor .,the mayor was followed by the prince .
an evil actor surprises a reader .,a reader is surprised by an evil actor .,the prince followed the mayor .,the mayor was followed by the prince .
a funny physician selects a telephone .,a telephone is selected by a funny physician .,the champion kissed the teacher .,the teacher was kissed by the champion .
a helpful girl forgets a tea .,a tea is forgotten by a helpful girl .,the champion kissed the teacher .,the teacher was kissed by the champion .
a pretty princess forgives an adult .,an adult is forgiven by a pretty princess .,the champion kissed the teacher .,the teacher was kissed by the champion .
an awful attorney surprises a worker .,a worker is surprised by an awful attorney .,the champion kissed the teacher .,the teacher was kissed by the champion .
an italian uncle hurries a mother .,a mother is hurried by an italian uncle .,the champion kissed the teacher .,the teacher was kissed by the champion .
a drunk girl judges a lawyer .,a lawyer is judged by a drunk girl .,the champion kissed the teacher .,the teacher was kissed by the champion .
a french mother drags a priest .,a priest is dragged by a french mother .,the champion kissed the teacher .,the teacher was kissed by the champion .
a hungry colonel carries a bell .,a bell is carried by a hungry colonel .,the champion kissed the teacher .,the teacher was kissed by the champion .
a dangerous daughter punches a woman .,a woman is punched by a dangerous daughter .,the champion kissed the teacher .,the teacher was kissed by the champion .
a friendly girl surprises a partner .,a partner is surprised by a friendly girl .,the champion kissed the teacher .,the teacher was kissed by the champion .
the brave priest judged the army .,the army was judged by the brave priest .,a chief carries a princess .,a princess is carried by a chief .
the violent kid killed the father .,the father was killed by the violent kid .,a chief carries a princess .,a princess is carried by a chief .
the modest soldier surprised the winner .,the winner was surprised by the modest soldier .,a chief carries a princess .,a princess is carried by a chief .
the alert actor dragged the sheriff .,the sheriff was dragged by the alert actor .,a chief carries a princess .,a princess is carried by a chief .
the handsome guy beat the son .,the son was beaten by the handsome guy .,a chief carries a princess .,a princess is carried by a chief .
the evil army used the jacket .,the jacket was used by the evil army .,a chief carries a princess .,a princess is carried by a chief .
the young student chased the band .,the band was chased by the young student .,a chief carries a princess .,a princess is carried by a chief .
the holy teacher forgave the student .,the student was forgiven by the holy teacher .,a chief carries a princess .,a princess is carried by a chief .
the healthy boy forgot the iron .,the iron was forgotten by the healthy boy .,a chief carries a princess .,a princess is carried by a chief .
the french secretary described the hat .,the hat was described by the french secretary .,a chief carries a princess .,a princess is carried by a chief .
the gentle sheriff drags the king .,the king is dragged by the gentle sheriff .,a husband accepted a ball .,a ball was accepted by a husband .
the friendly corporation purchases the tea .,the tea is purchased by the friendly corporation .,a husband accepted a ball .,a ball was accepted by a husband .
the hungry princess chases the lady .,the lady is chased by the hungry princess .,a husband accepted a ball .,a ball was accepted by a husband .
the helpful soldier leads the club .,the club is led by the helpful soldier .,a husband accepted a ball .,a ball was accepted by a husband .
the patient mayor surprises the cop .,the cop is surprised by the patient mayor .,a husband accepted a ball .,a ball was accepted by a husband .
the generous parent judges the physician .,the physician is judged by the generous parent .,a husband accepted a ball .,a ball was accepted by a husband .
the american actress joins the woman .,the woman is joined by the american actress .,a husband accepted a ball .,a ball was accepted by a husband .
the silent priest removes the key .,the key is removed by the silent priest .,a husband accepted a ball .,a ball was accepted by a husband .
the religious princess describes the card .,the card is described by the religious princess .,a husband accepted a ball .,a ball was accepted by a husband .
the italian opponent selects the juice .,the juice is selected by the italian opponent .,a husband accepted a ball .,a ball was accepted by a husband .
an illegal author prepares a cheese .,a cheese is prepared by an illegal author .,the cousin judged the administration .,the administration was judged by the cousin .
a pale buddy kisses a captain .,a captain is kissed by a pale buddy .,the cousin judged the administration .,the administration was judged by the cousin .
a generous manager wraps a button .,a button is wrapped by a generous manager .,the cousin judged the administration .,the administration was judged by the cousin .
a chinese husband forgives a nurse .,a nurse is forgiven by a chinese husband .,the cousin judged the administration .,the administration was judged by the cousin .
a generous professor catches a chicken .,a chicken is caught by a generous professor .,the cousin judged the administration .,the administration was judged by the cousin .
a wonderful doctor asks a band .,a band is asked by a wonderful doctor .,the cousin judged the administration .,the administration was judged by the cousin .
a mad mayor follows a physician .,a physician is followed by a mad mayor .,the cousin judged the administration .,the administration was judged by the cousin .
an awful employer asks a club .,a club is asked by an awful employer .,the cousin judged the administration .,the administration was judged by the cousin .
a tired princess breaks a coat .,a coat is broken by a tired princess .,the cousin judged the administration .,the administration was judged by the cousin .
a creative candidate chases a colonel .,a colonel is chased by a creative candidate .,the cousin judged the administration .,the administration was judged by the cousin .
an excellent opponent raised a coffee .,a coffee was raised by an excellent opponent .,the nurse selects the gun .,the gun is selected by the nurse .
a funny teacher beat a lady .,a lady was beaten by a funny teacher .,the nurse selects the gun .,the gun is selected by the nurse .
a beautiful manager collected a salad .,a salad was collected by a beautiful manager .,the nurse selects the gun .,the gun is selected by the nurse .
an alert uncle discovered a newspaper .,a newspaper was discovered by an alert uncle .,the nurse selects the gun .,the gun is selected by the nurse .
a lonely boy wrapped an anchor .,an anchor was wrapped by a lonely boy .,the nurse selects the gun .,the gun is selected by the nurse .
an honest actress comforted a reader .,a reader was comforted by an honest actress .,the nurse selects the gun .,the gun is selected by the nurse .
a famous wife wanted a beer .,a beer was wanted by a famous wife .,the nurse selects the gun .,the gun is selected by the nurse .
a strange woman taught a student .,a student was taught by a strange woman .,the nurse selects the gun .,the gun is selected by the nurse .
an intelligent employer broke a bottle .,a bottle was broken by an intelligent employer .,the nurse selects the gun .,the gun is selected by the nurse .
a silent friend destroyed a chocolate .,a chocolate was destroyed by a silent friend .,the nurse selects the gun .,the gun is selected by the nurse .
the evil author wrapped the telephone .,the telephone was wrapped by the evil author .,a parent punches a guest .,a guest is punched by a parent .
the excellent uncle ate the cheese .,the cheese was eaten by the excellent uncle .,a parent punches a guest .,a guest is punched by a parent .
the strange captain killed the minister .,the minister was killed by the strange captain .,a parent punches a guest .,a guest is punched by a parent .
the afraid opponent followed the buddy .,the buddy was followed by the afraid opponent .,a parent punches a guest .,a guest is punched by a parent .
the criminal business used the book .,the book was used by the criminal business .,a parent punches a guest .,a guest is punched by a parent .
the scary boy discovered the glass .,the glass was discovered by the scary boy .,a parent punches a guest .,a guest is punched by a parent .
the chinese minister followed the band .,the band was followed by the chinese minister .,a parent punches a guest .,a guest is punched by a parent .
the horrible cousin smelled the cheese .,the cheese was smelled by the horrible cousin .,a parent punches a guest .,a guest is punched by a parent .
the rough priest left the bottle .,the bottle was left by the rough priest .,a parent punches a guest .,a guest is punched by a parent .
the eager actress hurt the uncle .,the uncle was hurt by the eager actress .,a parent punches a guest .,a guest is punched by a parent .
a sophisticated lawyer removes a book .,a book is removed by a sophisticated lawyer .,the woman broke the television .,the television was broken by the woman .
a famous guest carries an iron .,an iron is carried by a famous guest .,the woman broke the television .,the television was broken by the woman .
a brilliant singer judges a reader .,a reader is judged by a brilliant singer .,the woman broke the television .,the television was broken by the woman .
a happy singer bothers a business .,a business is bothered by a happy singer .,the woman broke the television .,the television was broken by the woman .
a loving minister carries a chocolate .,a chocolate is carried by a loving minister .,the woman broke the television .,the television was broken by the woman .
an italian opponent surprises a guest .,a guest is surprised by an italian opponent .,the woman broke the television .,the television was broken by the woman .
a jewish writer selects a tea .,a tea is selected by a jewish writer .,the woman broke the television .,the television was broken by the woman .
a ridiculous guest selects a pie .,a pie is selected by a ridiculous guest .,the woman broke the television .,the television was broken by the woman .
a jewish princess comforts a professor .,a professor is comforted by a jewish princess .,the woman broke the television .,the television was broken by the woman .
a brilliant friend leaves a ball .,a ball is left by a brilliant friend .,the woman broke the television .,the television was broken by the woman .
a young captain destroyed a cup .,a cup was destroyed by a young captain .,the son carries the buddy .,the buddy is carried by the son .
an english author described a knife .,a knife was described by an english author .,the son carries the buddy .,the buddy is carried by the son .
a french guy prepared a card .,a card was prepared by a french guy .,the son carries the buddy .,the buddy is carried by the son .
an eager aunt prepared a coat .,a coat was prepared by an eager aunt .,the son carries the buddy .,the buddy is carried by the son .
a strange doctor ate a pie .,a pie was eaten by a strange doctor .,the son carries the buddy .,the buddy is carried by the son .
an honest administration used a card .,a card was used by an honest administration .,the son carries the buddy .,the buddy is carried by the son .
a powerful captain described a crystal .,a crystal was described by a powerful captain .,the son carries the buddy .,the buddy is carried by the son .
a loving kid surprised a candidate .,a candidate was surprised by a loving kid .,the son carries the buddy .,the buddy is carried by the son .
a strong colonel prepared a chicken .,a chicken was prepared by a strong colonel .,the son carries the buddy .,the buddy is carried by the son .
a scary teacher grabbed a juice .,a juice was grabbed by a scary teacher .,the son carries the buddy .,the buddy is carried by the son .
a sweet woman catches a computer .,a computer is caught by a sweet woman .,the physician killed the adult .,the adult was killed by the physician .
a silly captain forgives a man .,a man is forgiven by a silly captain .,the physician killed the adult .,the adult was killed by the physician .
a dumb man describes a camera .,a camera is described by a dumb man .,the physician killed the adult .,the adult was killed by the physician .
a strange priest breaks a camera .,a camera is broken by a strange priest .,the physician killed the adult .,the adult was killed by the physician .
a glad girl forgives a company .,a company is forgiven by a glad girl .,the physician killed the adult .,the adult was killed by the physician .
an american actor kisses a cop .,a cop is kissed by an american actor .,the physician killed the adult .,the adult was killed by the physician .
an emotional aunt tastes a salad .,a salad is tasted by an emotional aunt .,the physician killed the adult .,the adult was killed by the physician .
a special minister selects a coffee .,a coffee is selected by a special minister .,the physician killed the adult .,the adult was killed by the physician .
an eager opponent leads a corporation .,a corporation is led by an eager opponent .,the physician killed the adult .,the adult was killed by the physician .
a sick cousin collects a button .,a button is collected by a sick cousin .,the physician killed the adult .,the adult was killed by the physician .
a criminal president hurries a soldier .,a soldier is hurried by a criminal president .,the son tasted the salad .,the salad was tasted by the son .
a nice candidate strikes a soldier .,a soldier is struck by a nice candidate .,the son tasted the salad .,the salad was tasted by the son .
an aggressive actor forgives a business .,a business is forgiven by an aggressive actor .,the son tasted the salad .,the salad was tasted by the son .
a blind scientist wraps a crystal .,a crystal is wrapped by a blind scientist .,the son tasted the salad .,the salad was tasted by the son .
a rough chief leads a business .,a business is led by a rough chief .,the son tasted the salad .,the salad was tasted by the son .
a sophisticated leader hurts an administration .,an administration is hurt by a sophisticated leader .,the son tasted the salad .,the salad was tasted by the son .
a rough husband leads an army .,an army is led by a rough husband .,the son tasted the salad .,the salad was tasted by the son .
a sad mother destroys a woman .,a woman is destroyed by a sad mother .,the son tasted the salad .,the salad was tasted by the son .
a bright physician understands a lady .,a lady is understood by a bright physician .,the son tasted the salad .,the salad was tasted by the son .
a rough cousin keeps a hat .,a hat is kept by a rough cousin .,the son tasted the salad .,the salad was tasted by the son .
a drunk sheriff collects a crystal .,a crystal is collected by a drunk sheriff .,the father caught the worker .,the worker was caught by the father .
a proud woman smells a meal .,a meal is smelled by a proud woman .,the father caught the worker .,the worker was caught by the father .
a friendly captain collects a salad .,a salad is collected by a friendly captain .,the father caught the worker .,the worker was caught by the father .
an alert actor accepts a book .,a book is accepted by an alert actor .,the father caught the worker .,the worker was caught by the father .
a good hero wraps a bottle .,a bottle is wrapped by a good hero .,the father caught the worker .,the worker was caught by the father .
a violent cousin kills a prince .,a prince is killed by a violent cousin .,the father caught the worker .,the worker was caught by the father .
a peaceful girl joins a band .,a band is joined by a peaceful girl .,the father caught the worker .,the worker was caught by the father .
a glad pilot strikes an author .,an author is struck by a glad pilot .,the father caught the worker .,the worker was caught by the father .
a catholic candidate wraps an instrument .,an instrument is wrapped by a catholic candidate .,the father caught the worker .,the worker was caught by the father .
a horrible scientist surprises a buddy .,a buddy is surprised by a horrible scientist .,the father caught the worker .,the worker was caught by the father .
the modest kid forgives the son .,the son is forgiven by the modest kid .,a king raised a coffee .,a coffee was raised by a king .
the holy kid removes the engine .,the engine is removed by the holy kid .,a king raised a coffee .,a coffee was raised by a king .
the kind scientist removes the motor .,the motor is removed by the kind scientist .,a king raised a coffee .,a coffee was raised by a king .
the scary lady catches the mother .,the mother is caught by the scary lady .,a king raised a coffee .,a coffee was raised by a king .
the attractive administration keeps the beer .,the beer is kept by the attractive administration .,a king raised a coffee .,a coffee was raised by a king .
the mad minister asks the corporation .,the corporation is asked by the mad minister .,a king raised a coffee .,a coffee was raised by a king .
the generous woman chases the actress .,the actress is chased by the generous woman .,a king raised a coffee .,a coffee was raised by a king .
the mad colonel kills the manager .,the manager is killed by the mad colonel .,a king raised a coffee .,a coffee was raised by a king .
the intelligent opponent destroys the juice .,the juice is destroyed by the intelligent opponent .,a king raised a coffee .,a coffee was raised by a king .
the special brother drags the wife .,the wife is dragged by the special brother .,a king raised a coffee .,a coffee was raised by a king .
the wonderful minister left the knife .,the knife was left by the wonderful minister .,a friend leads an administration .,an administration is led by a friend .
the honest attorney grabbed the coffee .,the coffee was grabbed by the honest attorney .,a friend leads an administration .,an administration is led by a friend .
the innocent scientist discovered the chicken .,the chicken was discovered by the innocent scientist .,a friend leads an administration .,an administration is led by a friend .
the peaceful bishop killed the worker .,the worker was killed by the peaceful bishop .,a friend leads an administration .,an administration is led by a friend .
the loud scientist smelled the hat .,the hat was smelled by the loud scientist .,a friend leads an administration .,an administration is led by a friend .
the gentle lawyer dragged the parent .,the parent was dragged by the gentle lawyer .,a friend leads an administration .,an administration is led by a friend .
the angry attorney judged the club .,the club was judged by the angry attorney .,a friend leads an administration .,an administration is led by a friend .
the southern father carried the jacket .,the jacket was carried by the southern father .,a friend leads an administration .,an administration is led by a friend .
the curious son bothered the army .,the army was bothered by the curious son .,a friend leads an administration .,an administration is led by a friend .
the silly president broke the newspaper .,the newspaper was broken by the silly president .,a friend leads an administration .,an administration is led by a friend .
the happy lawyer chases the woman .,the woman is chased by the happy lawyer .,a teacher bothered an army .,an army was bothered by a teacher .
the pale wife carries the coat .,the coat is carried by the pale wife .,a teacher bothered an army .,an army was bothered by a teacher .
the awesome employer drags the bottle .,the bottle is dragged by the awesome employer .,a teacher bothered an army .,an army was bothered by a teacher .
the brilliant girl surprises the reader .,the reader is surprised by the brilliant girl .,a teacher bothered an army .,an army was bothered by a teacher .
the loving hero eats the chocolate .,the chocolate is eaten by the loving hero .,a teacher bothered an army .,an army was bothered by a teacher .
the hungry worker smells the cheese .,the cheese is smelled by the hungry worker .,a teacher bothered an army .,an army was bothered by a teacher .
the emotional employer kisses the chief .,the chief is kissed by the emotional employer .,a teacher bothered an army .,an army was bothered by a teacher .
the foreign chief tastes the chicken .,the chicken is tasted by the foreign chief .,a teacher bothered an army .,an army was bothered by a teacher .
the italian actress uses the bag .,the bag is used by the italian actress .,a teacher bothered an army .,an army was bothered by a teacher .
the blind winner grabs the motor .,the motor is grabbed by the blind winner .,a teacher bothered an army .,an army was bothered by a teacher .
the famous worker kept the beer .,the beer was kept by the famous worker .,an author understands a father .,a father is understood by an author .
the reliable manager wrapped the cup .,the cup was wrapped by the reliable manager .,an author understands a father .,a father is understood by an author .
the evil attorney discovered the sheriff .,the sheriff was discovered by the evil attorney .,an author understands a father .,a father is understood by an author .
the nervous lawyer discovered the soldier .,the soldier was discovered by the nervous lawyer .,an author understands a father .,a father is understood by an author .
the angry actor purchased the tea .,the tea was purchased by the angry actor .,an author understands a father .,a father is understood by an author .
the silent hero punched the president .,the president was punched by the silent hero .,an author understands a father .,a father is understood by an author .
the responsible partner hurried the teacher .,the teacher was hurried by the responsible partner .,an author understands a father .,a father is understood by an author .
the ridiculous physician destroyed the secretary .,the secretary was destroyed by the ridiculous physician .,an author understands a father .,a father is understood by an author .
the fair hero asked the army .,the army was asked by the fair hero .,an author understands a father .,a father is understood by an author .
the busy corporation purchased the pie .,the pie was purchased by the busy corporation .,an author understands a father .,a father is understood by an author .
a cool president selected a gun .,a gun was selected by a cool president .,the writer leaves the bell .,the bell is left by the writer .
a normal friend protected a professor .,a professor was protected by a normal friend .,the writer leaves the bell .,the bell is left by the writer .
an italian army kept a gun .,a gun was kept by an italian army .,the writer leaves the bell .,the bell is left by the writer .
a chinese sheriff raised a chief .,a chief was raised by a chinese sheriff .,the writer leaves the bell .,the bell is left by the writer .
a busy guy punched a king .,a king was punched by a busy guy .,the writer leaves the bell .,the bell is left by the writer .
a modest soldier kissed a captain .,a captain was kissed by a modest soldier .,the writer leaves the bell .,the bell is left by the writer .
a ordinary club wanted a cheese .,a cheese was wanted by a ordinary club .,the writer leaves the bell .,the bell is left by the writer .
a reliable priest understood a student .,a student was understood by a reliable priest .,the writer leaves the bell .,the bell is left by the writer .
a reliable business protected a husband .,a husband was protected by a reliable business .,the writer leaves the bell .,the bell is left by the writer .
an american employer led an army .,an army was led by an american employer .,the writer leaves the bell .,the bell is left by the writer .
the ordinary pilot smelled the pie .,the pie was smelled by the ordinary pilot .,a winner protects an attorney .,an attorney is protected by a winner .
the lonely professor kissed the employer .,the employer was kissed by the lonely professor .,a winner protects an attorney .,an attorney is protected by a winner .
the emotional actress grabbed the pie .,the pie was grabbed by the emotional actress .,a winner protects an attorney .,an attorney is protected by a winner .
the friendly band purchased the tea .,the tea was purchased by the friendly band .,a winner protects an attorney .,an attorney is protected by a winner .
the loving teacher selected the guitar .,the guitar was selected by the loving teacher .,a winner protects an attorney .,an attorney is protected by a winner .
the loving guest accepted the instrument .,the instrument was accepted by the loving guest .,a winner protects an attorney .,an attorney is protected by a winner .
the brave woman destroyed the cheese .,the cheese was destroyed by the brave woman .,a winner protects an attorney .,an attorney is protected by a winner .
the stupid student discovered the coffee .,the coffee was discovered by the stupid student .,a winner protects an attorney .,an attorney is protected by a winner .
the powerful child understood the writer .,the writer was understood by the powerful child .,a winner protects an attorney .,an attorney is protected by a winner .
the peaceful daughter taught the woman .,the woman was taught by the peaceful daughter .,a winner protects an attorney .,an attorney is protected by a winner .
the busy mayor forgets the chicken .,the chicken is forgotten by the busy mayor .,a professor led a corporation .,a corporation was led by a professor .
the serious kid drags the uncle .,the uncle is dragged by the serious kid .,a professor led a corporation .,a corporation was led by a professor .
the excited opponent collects the pie .,the pie is collected by the excited opponent .,a professor led a corporation .,a corporation was led by a professor .
the busy worker accepts the hat .,the hat is accepted by the busy worker .,a professor led a corporation .,a corporation was led by a professor .
the spanish mother prepares the meal .,the meal is prepared by the spanish mother .,a professor led a corporation .,a corporation was led by a professor .
the nervous friend judges the administration .,the administration is judged by the nervous friend .,a professor led a corporation .,a corporation was led by a professor .
the cute kid wraps the guitar .,the guitar is wrapped by the cute kid .,a professor led a corporation .,a corporation was led by a professor .
the ridiculous princess judges the administration .,the administration is judged by the ridiculous princess .,a professor led a corporation .,a corporation was led by a professor .
the emotional adult leaves the instrument .,the instrument is left by the emotional adult .,a professor led a corporation .,a corporation was led by a professor .
the fantastic parent uses the instrument .,the instrument is used by the fantastic parent .,a professor led a corporation .,a corporation was led by a professor .
the ill bishop hurried the adult .,the adult was hurried by the ill bishop .,an actor describes a president .,a president is described by an actor .
the generous winner destroyed the meal .,the meal was destroyed by the generous winner .,an actor describes a president .,a president is described by an actor .
the healthy sheriff grabbed the newspaper .,the newspaper was grabbed by the healthy sheriff .,an actor describes a president .,a president is described by an actor .
the modest kid grabbed the coat .,the coat was grabbed by the modest kid .,an actor describes a president .,a president is described by an actor .
the ridiculous champion tasted the chocolate .,the chocolate was tasted by the ridiculous champion .,an actor describes a president .,a president is described by an actor .
the american army kept the cheese .,the cheese was kept by the american army .,an actor describes a president .,a president is described by an actor .
the handsome son caught the beer .,the beer was caught by the handsome son .,an actor describes a president .,a president is described by an actor .
the illegal opponent accepted the camera .,the camera was accepted by the illegal opponent .,an actor describes a president .,a president is described by an actor .
the odd nurse raised the friend .,the friend was raised by the odd nurse .,an actor describes a president .,a president is described by an actor .
the chinese cop forgave the club .,the club was forgiven by the chinese cop .,an actor describes a president .,a president is described by an actor .
the bad priest carried the bell .,the bell was carried by the bad priest .,a professor prepares a juice .,a juice is prepared by a professor .
the cool man left the bell .,the bell was left by the cool man .,a professor prepares a juice .,a juice is prepared by a professor .
the stupid boy left the bag .,the bag was left by the stupid boy .,a professor prepares a juice .,a juice is prepared by a professor .
the jewish buddy kissed the chief .,the chief was kissed by the jewish buddy .,a professor prepares a juice .,a juice is prepared by a professor .
the sexy guest bothered the mother .,the mother was bothered by the sexy guest .,a professor prepares a juice .,a juice is prepared by a professor .
the ridiculous guy forgot the crystal .,the crystal was forgotten by the ridiculous guy .,a professor prepares a juice .,a juice is prepared by a professor .
the french mother washed the anchor .,the anchor was washed by the french mother .,a professor prepares a juice .,a juice is prepared by a professor .
the glad lady asked the hero .,the hero was asked by the glad lady .,a professor prepares a juice .,a juice is prepared by a professor .
the terrible pilot described the father .,the father was described by the terrible pilot .,a professor prepares a juice .,a juice is prepared by a professor .
the powerful singer chased the boy .,the boy was chased by the powerful singer .,a professor prepares a juice .,a juice is prepared by a professor .
the wonderful candidate discovered the buddy .,the buddy was discovered by the wonderful candidate .,a woman drags a cop .,a cop is dragged by a woman .
the awful adult carried the tea .,the tea was carried by the awful adult .,a woman drags a cop .,a cop is dragged by a woman .
the peaceful candidate forgave the aunt .,the aunt was forgiven by the peaceful candidate .,a woman drags a cop .,a cop is dragged by a woman .
the pale singer led the company .,the company was led by the pale singer .,a woman drags a cop .,a cop is dragged by a woman .
the modest winner asked the band .,the band was asked by the modest winner .,a woman drags a cop .,a cop is dragged by a woman .
the glad nurse taught the candidate .,the candidate was taught by the glad nurse .,a woman drags a cop .,a cop is dragged by a woman .
the silent pilot discovered the salad .,the salad was discovered by the silent pilot .,a woman drags a cop .,a cop is dragged by a woman .
the nice boy grabbed the television .,the television was grabbed by the nice boy .,a woman drags a cop .,a cop is dragged by a woman .
the creative buddy discovered the juice .,the juice was discovered by the creative buddy .,a woman drags a cop .,a cop is dragged by a woman .
the modest buddy wrapped the engine .,the engine was wrapped by the modest buddy .,a woman drags a cop .,a cop is dragged by a woman .
the sophisticated captain hurried the pilot .,the pilot was hurried by the sophisticated captain .,a writer drinks a juice .,a juice is drunk by a writer .
the violent doctor comforted the aunt .,the aunt was comforted by the violent doctor .,a writer drinks a juice .,a juice is drunk by a writer .
the famous captain dragged the physician .,the physician was dragged by the famous captain .,a writer drinks a juice .,a juice is drunk by a writer .
the powerful daughter kissed the cop .,the cop was kissed by the powerful daughter .,a writer drinks a juice .,a juice is drunk by a writer .
the great teacher protected the chief .,the chief was protected by the great teacher .,a writer drinks a juice .,a juice is drunk by a writer .
the innocent wife joined the corporation .,the corporation was joined by the innocent wife .,a writer drinks a juice .,a juice is drunk by a writer .
the innocent student accepted the engine .,the engine was accepted by the innocent student .,a writer drinks a juice .,a juice is drunk by a writer .
the critical woman beat the sheriff .,the sheriff was beaten by the critical woman .,a writer drinks a juice .,a juice is drunk by a writer .
the wise father taught the woman .,the woman was taught by the wise father .,a writer drinks a juice .,a juice is drunk by a writer .
the awesome uncle removed the button .,the button was removed by the awesome uncle .,a writer drinks a juice .,a juice is drunk by a writer .
a creative chief kills a minister .,a minister is killed by a creative chief .,the actor removed the bottle .,the bottle was removed by the actor .
a cute captain selects a ball .,a ball is selected by a cute captain .,the actor removed the bottle .,the bottle was removed by the actor .
a scary business uses a knife .,a knife is used by a scary business .,the actor removed the bottle .,the bottle was removed by the actor .
an excellent attorney describes a teacher .,a teacher is described by an excellent attorney .,the actor removed the bottle .,the bottle was removed by the actor .
a spanish father bothers a business .,a business is bothered by a spanish father .,the actor removed the bottle .,the bottle was removed by the actor .
a ridiculous worker surprises an adult .,an adult is surprised by a ridiculous worker .,the actor removed the bottle .,the bottle was removed by the actor .
a handsome son describes a captain .,a captain is described by a handsome son .,the actor removed the bottle .,the bottle was removed by the actor .
an awesome administration uses a bowl .,a bowl is used by an awesome administration .,the actor removed the bottle .,the bottle was removed by the actor .
a rich child carries a coffee .,a coffee is carried by a rich child .,the actor removed the bottle .,the bottle was removed by the actor .
a critical friend asks an administration .,an administration is asked by a critical friend .,the actor removed the bottle .,the bottle was removed by the actor .
a normal bishop beats a soldier .,a soldier is beaten by a normal bishop .,the mayor left the plate .,the plate was left by the mayor .
a cute son leads a band .,a band is led by a cute son .,the mayor left the plate .,the plate was left by the mayor .
an excited opponent breaks a camera .,a camera is broken by an excited opponent .,the mayor left the plate .,the plate was left by the mayor .
an alert actor strikes a prince .,a prince is struck by an alert actor .,the mayor left the plate .,the plate was left by the mayor .
an italian adult forgives a corporation .,a corporation is forgiven by an italian adult .,the mayor left the plate .,the plate was left by the mayor .
a ridiculous minister drinks a juice .,a juice is drunk by a ridiculous minister .,the mayor left the plate .,the plate was left by the mayor .
