pa, pp, ta, tp
the doctor destroyed the button .,the button was destroyed by the doctor .,the doctor destroyed the button .,the button was destroyed by the doctor .
the secretary wrapped the hat .,the hat was wrapped by the secretary .,the secretary wrapped the hat .,the hat was wrapped by the secretary .
the child hurt the cop .,the cop was hurt by the child .,the child hurt the cop .,the cop was hurt by the child .
the pilot strikes the soldier .,the soldier is struck by the pilot .,the pilot strikes the soldier .,the soldier is struck by the pilot .
the sheriff strikes the husband .,the husband is struck by the sheriff .,the sheriff strikes the husband .,the husband is struck by the sheriff .
the aunt chases the actress .,the actress is chased by the aunt .,the aunt chases the actress .,the actress is chased by the aunt .
the physician kisses the wife .,the wife is kissed by the physician .,the physician kisses the wife .,the wife is kissed by the physician .
the mother kills the lady .,the lady is killed by the mother .,the mother kills the lady .,the lady is killed by the mother .
the candidate helps the secretary .,the secretary is helped by the candidate .,the candidate helps the secretary .,the secretary is helped by the candidate .
the wife destroys the cheese .,the cheese is destroyed by the wife .,the wife destroys the cheese .,the cheese is destroyed by the wife .
the president prepares the plate .,the plate is prepared by the president .,the president prepares the plate .,the plate is prepared by the president .
the adult comforts the candidate .,the candidate is comforted by the adult .,the adult comforts the candidate .,the candidate is comforted by the adult .
the nurse helps the actor .,the actor is helped by the nurse .,the nurse helps the actor .,the actor is helped by the nurse .
the daughter kisses the kid .,the kid is kissed by the daughter .,the daughter kisses the kid .,the kid is kissed by the daughter .
the worker hurries the pilot .,the pilot is hurried by the worker .,the worker hurries the pilot .,the pilot is hurried by the worker .
the father kisses the guy .,the guy is kissed by the father .,the father kisses the guy .,the guy is kissed by the father .
the physician leads the army .,the army is led by the physician .,the physician leads the army .,the army is led by the physician .
the business keeps the knife .,the knife is kept by the business .,the business keeps the knife .,the knife is kept by the business .
the employee teaches the reader .,the reader is taught by the employee .,the employee teaches the reader .,the reader is taught by the employee .
the brother follows the chief .,the chief is followed by the brother .,the brother follows the chief .,the chief is followed by the brother .
the reader surprises the attorney .,the attorney is surprised by the reader .,the reader surprises the attorney .,the attorney is surprised by the reader .
the employee hurts the partner .,the partner is hurt by the employee .,the employee hurts the partner .,the partner is hurt by the employee .
the business uses the wire .,the wire is used by the business .,the business uses the wire .,the wire is used by the business .
a parent grabbed a coffee .,a coffee was grabbed by a parent .,a parent grabbed a coffee .,a coffee was grabbed by a parent .
a teacher led a corporation .,a corporation was led by a teacher .,a teacher led a corporation .,a corporation was led by a teacher .
a club helped a chief .,a chief was helped by a club .,a club helped a chief .,a chief was helped by a club .
a brother caught a chicken .,a chicken was caught by a brother .,a brother caught a chicken .,a chicken was caught by a brother .
a mother destroyed a tea .,a tea was destroyed by a mother .,a mother destroyed a tea .,a tea was destroyed by a mother .
a company protected a champion .,a champion was protected by a company .,a company protected a champion .,a champion was protected by a company .
a partner forgot a champion .,a champion was forgotten by a partner .,a partner forgot a champion .,a champion was forgotten by a partner .
a chief led a company .,a company was led by a chief .,a chief led a company .,a company was led by a chief .
a boy helped an employer .,an employer was helped by a boy .,a boy helped an employer .,an employer was helped by a boy .
a leader caught a bag .,a bag was caught by a leader .,a leader caught a bag .,a bag was caught by a leader .
the lady describes the anchor .,the anchor is described by the lady .,the lady describes the anchor .,the anchor is described by the lady .
the teacher judges the club .,the club is judged by the teacher .,the teacher judges the club .,the club is judged by the teacher .
the leader wants the beer .,the beer is wanted by the leader .,the leader wants the beer .,the beer is wanted by the leader .
the cop eats the pie .,the pie is eaten by the cop .,the cop eats the pie .,the pie is eaten by the cop .
the champion carries the juice .,the juice is carried by the champion .,the champion carries the juice .,the juice is carried by the champion .
the candidate beats the uncle .,the uncle is beaten by the candidate .,the candidate beats the uncle .,the uncle is beaten by the candidate .
the king forgets the cheese .,the cheese is forgotten by the king .,the king forgets the cheese .,the cheese is forgotten by the king .
the author smells the salad .,the salad is smelled by the author .,the author smells the salad .,the salad is smelled by the author .
the doctor surprises the aunt .,the aunt is surprised by the doctor .,the doctor surprises the aunt .,the aunt is surprised by the doctor .
the buddy keeps the juice .,the juice is kept by the buddy .,the buddy keeps the juice .,the juice is kept by the buddy .
the doctor described the pie .,the pie was described by the doctor .,the doctor described the pie .,the pie was described by the doctor .
the priest joined the corporation .,the corporation was joined by the priest .,the priest joined the corporation .,the corporation was joined by the priest .
the hero smelled the anchor .,the anchor was smelled by the hero .,the hero smelled the anchor .,the anchor was smelled by the hero .
the partner left the telephone .,the telephone was left by the partner .,the partner left the telephone .,the telephone was left by the partner .
the boy followed the band .,the band was followed by the boy .,the boy followed the band .,the band was followed by the boy .
the prince described the salad .,the salad was described by the prince .,the prince described the salad .,the salad was described by the prince .
the doctor grabbed the scientist .,the scientist was grabbed by the doctor .,the doctor grabbed the scientist .,the scientist was grabbed by the doctor .
the corporation protected the teacher .,the teacher was protected by the corporation .,the corporation protected the teacher .,the teacher was protected by the corporation .
the professor embraced the attorney .,the attorney was embraced by the professor .,the professor embraced the attorney .,the attorney was embraced by the professor .
the king dragged the jacket .,the jacket was dragged by the king .,the king dragged the jacket .,the jacket was dragged by the king .
the captain hurries the professor .,the professor is hurried by the captain .,the captain hurries the professor .,the professor is hurried by the captain .
the chief prepares the candy .,the candy is prepared by the chief .,the chief prepares the candy .,the candy is prepared by the chief .
the chief forgives the army .,the army is forgiven by the chief .,the chief forgives the army .,the army is forgiven by the chief .
the candidate wants the meal .,the meal is wanted by the candidate .,the candidate wants the meal .,the meal is wanted by the candidate .
the club wants the coffee .,the coffee is wanted by the club .,the club wants the coffee .,the coffee is wanted by the club .
the lady joins the daughter .,the daughter is joined by the lady .,the lady joins the daughter .,the daughter is joined by the lady .
the actress grabs the mother .,the mother is grabbed by the actress .,the actress grabs the mother .,the mother is grabbed by the actress .
the champion drags the actress .,the actress is dragged by the champion .,the champion drags the actress .,the actress is dragged by the champion .
the teacher discovers the chocolate .,the chocolate is discovered by the teacher .,the teacher discovers the chocolate .,the chocolate is discovered by the teacher .
the soldier embraces the pilot .,the pilot is embraced by the soldier .,the soldier embraces the pilot .,the pilot is embraced by the soldier .
the soldier removed the television .,the television was removed by the soldier .,the soldier removed the television .,the television was removed by the soldier .
the kid followed the band .,the band was followed by the kid .,the kid followed the band .,the band was followed by the kid .
the hero drank the coffee .,the coffee was drunk by the hero .,the hero drank the coffee .,the coffee was drunk by the hero .
the candidate forgot the salad .,the salad was forgotten by the candidate .,the candidate forgot the salad .,the salad was forgotten by the candidate .
the champion bothered the administration .,the administration was bothered by the champion .,the champion bothered the administration .,the administration was bothered by the champion .
the wife followed the nurse .,the nurse was followed by the wife .,the wife followed the nurse .,the nurse was followed by the wife .
the king beat the prince .,the prince was beaten by the king .,the king beat the prince .,the prince was beaten by the king .
the son wanted the cheese .,the cheese was wanted by the son .,the son wanted the cheese .,the cheese was wanted by the son .
the woman embraced the bishop .,the bishop was embraced by the woman .,the woman embraced the bishop .,the bishop was embraced by the woman .
the child removed the hat .,the hat was removed by the child .,the child removed the hat .,the hat was removed by the child .
the band helped the mother .,the mother was helped by the band .,the band helped the mother .,the mother was helped by the band .
the sheriff killed the girl .,the girl was killed by the sheriff .,the sheriff killed the girl .,the girl was killed by the sheriff .
the actor described the meal .,the meal was described by the actor .,the actor described the meal .,the meal was described by the actor .
the kid kissed the woman .,the woman was kissed by the kid .,the kid kissed the woman .,the woman was kissed by the kid .
the actress kissed the boy .,the boy was kissed by the actress .,the actress kissed the boy .,the boy was kissed by the actress .
the student led the corporation .,the corporation was led by the student .,the student led the corporation .,the corporation was led by the student .
the parent raised the computer .,the computer was raised by the parent .,the parent raised the computer .,the computer was raised by the parent .
the champion chased the corporation .,the corporation was chased by the champion .,the champion chased the corporation .,the corporation was chased by the champion .
the uncle broke the television .,the television was broken by the uncle .,the uncle broke the television .,the television was broken by the uncle .
the secretary grabbed the guy .,the guy was grabbed by the secretary .,the secretary grabbed the guy .,the guy was grabbed by the secretary .
a singer chased a business .,a business was chased by a singer .,a singer chased a business .,a business was chased by a singer .
a brother embraced a father .,a father was embraced by a brother .,a brother embraced a father .,a father was embraced by a brother .
a girl used a bag .,a bag was used by a girl .,a girl used a bag .,a bag was used by a girl .
a nurse led a band .,a band was led by a nurse .,a nurse led a band .,a band was led by a nurse .
a colonel followed a corporation .,a corporation was followed by a colonel .,a colonel followed a corporation .,a corporation was followed by a colonel .
a nurse judged a business .,a business was judged by a nurse .,a nurse judged a business .,a business was judged by a nurse .
a chief prepared a coat .,a coat was prepared by a chief .,a chief prepared a coat .,a coat was prepared by a chief .
a captain joined a business .,a business was joined by a captain .,a captain joined a business .,a business was joined by a captain .
a wife kissed a kid .,a kid was kissed by a wife .,a wife kissed a kid .,a kid was kissed by a wife .
a cousin grabbed a chicken .,a chicken was grabbed by a cousin .,a cousin grabbed a chicken .,a chicken was grabbed by a cousin .
the singer wraps the iron .,the iron is wrapped by the singer .,the singer wraps the iron .,the iron is wrapped by the singer .
the uncle forgives the corporation .,the corporation is forgiven by the uncle .,the uncle forgives the corporation .,the corporation is forgiven by the uncle .
the army keeps the beer .,the beer is kept by the army .,the army keeps the beer .,the beer is kept by the army .
the husband describes the actor .,the actor is described by the husband .,the husband describes the actor .,the actor is described by the husband .
the employee strikes the cousin .,the cousin is struck by the employee .,the employee strikes the cousin .,the cousin is struck by the employee .
the mother joins the cop .,the cop is joined by the mother .,the mother joins the cop .,the cop is joined by the mother .
the employer hurries the manager .,the manager is hurried by the employer .,the employer hurries the manager .,the manager is hurried by the employer .
the chief wants the meal .,the meal is wanted by the chief .,the chief wants the meal .,the meal is wanted by the chief .
the secretary removes the anchor .,the anchor is removed by the secretary .,the secretary removes the anchor .,the anchor is removed by the secretary .
the manager joins the brother .,the brother is joined by the manager .,the manager joins the brother .,the brother is joined by the manager .
the wife forgives the attorney .,the attorney is forgiven by the wife .,the wife forgives the attorney .,the attorney is forgiven by the wife .
the princess punches the attorney .,the attorney is punched by the princess .,the princess punches the attorney .,the attorney is punched by the princess .
the pilot kisses the opponent .,the opponent is kissed by the pilot .,the pilot kisses the opponent .,the opponent is kissed by the pilot .
the opponent removes the camera .,the camera is removed by the opponent .,the opponent removes the camera .,the camera is removed by the opponent .
the employer describes the candy .,the candy is described by the employer .,the employer describes the candy .,the candy is described by the employer .
the lawyer tastes the chocolate .,the chocolate is tasted by the lawyer .,the lawyer tastes the chocolate .,the chocolate is tasted by the lawyer .
the mayor washes the pot .,the pot is washed by the mayor .,the mayor washes the pot .,the pot is washed by the mayor .
the aunt drinks the beer .,the beer is drunk by the aunt .,the aunt drinks the beer .,the beer is drunk by the aunt .
the author kills the singer .,the singer is killed by the author .,the author kills the singer .,the singer is killed by the author .
the cop accepts the box .,the box is accepted by the cop .,the cop accepts the box .,the box is accepted by the cop .
a prince discovers a chocolate .,a chocolate is discovered by a prince .,a prince discovers a chocolate .,a chocolate is discovered by a prince .
a writer prepares a motor .,a motor is prepared by a writer .,a writer prepares a motor .,a motor is prepared by a writer .
a buddy discovers a tea .,a tea is discovered by a buddy .,a buddy discovers a tea .,a tea is discovered by a buddy .
an employer keeps a camera .,a camera is kept by an employer .,an employer keeps a camera .,a camera is kept by an employer .
a parent punches a buddy .,a buddy is punched by a parent .,a parent punches a buddy .,a buddy is punched by a parent .
a girl drags a jacket .,a jacket is dragged by a girl .,a girl drags a jacket .,a jacket is dragged by a girl .
a scientist tastes a meal .,a meal is tasted by a scientist .,a scientist tastes a meal .,a meal is tasted by a scientist .
a parent strikes a physician .,a physician is struck by a parent .,a parent strikes a physician .,a physician is struck by a parent .
a chief eats a candy .,a candy is eaten by a chief .,a chief eats a candy .,a candy is eaten by a chief .
a chief embraces a student .,a student is embraced by a chief .,a chief embraces a student .,a student is embraced by a chief .
the girl collected the tea .,the tea was collected by the girl .,the girl collected the tea .,the tea was collected by the girl .
the boy ate the chicken .,the chicken was eaten by the boy .,the boy ate the chicken .,the chicken was eaten by the boy .
the doctor taught the partner .,the partner was taught by the doctor .,the doctor taught the partner .,the partner was taught by the doctor .
the parent wrapped the newspaper .,the newspaper was wrapped by the parent .,the parent wrapped the newspaper .,the newspaper was wrapped by the parent .
the reader protected the woman .,the woman was protected by the reader .,the reader protected the woman .,the woman was protected by the reader .
the attorney tasted the candy .,the candy was tasted by the attorney .,the attorney tasted the candy .,the candy was tasted by the attorney .
the chief killed the partner .,the partner was killed by the chief .,the chief killed the partner .,the partner was killed by the chief .
the employer described the beer .,the beer was described by the employer .,the employer described the beer .,the beer was described by the employer .
the parent wrapped the bowl .,the bowl was wrapped by the parent .,the parent wrapped the bowl .,the bowl was wrapped by the parent .
the actor followed the soldier .,the soldier was followed by the actor .,the actor followed the soldier .,the soldier was followed by the actor .
the king embraced the lawyer .,the lawyer was embraced by the king .,the king embraced the lawyer .,the lawyer was embraced by the king .
the aunt wrapped the bottle .,the bottle was wrapped by the aunt .,the aunt wrapped the bottle .,the bottle was wrapped by the aunt .
the cousin chased the kid .,the kid was chased by the cousin .,the cousin chased the kid .,the kid was chased by the cousin .
the wife joined the business .,the business was joined by the wife .,the wife joined the business .,the business was joined by the wife .
the aunt drank the tea .,the tea was drunk by the aunt .,the aunt drank the tea .,the tea was drunk by the aunt .
the wife collected the iron .,the iron was collected by the wife .,the wife collected the iron .,the iron was collected by the wife .
the winner described the tea .,the tea was described by the winner .,the winner described the tea .,the tea was described by the winner .
the princess bothered the administration .,the administration was bothered by the princess .,the princess bothered the administration .,the administration was bothered by the princess .
the aunt ate the cheese .,the cheese was eaten by the aunt .,the aunt ate the cheese .,the cheese was eaten by the aunt .
the scientist punched the worker .,the worker was punched by the scientist .,the scientist punched the worker .,the worker was punched by the scientist .
the cousin hurts the pilot .,the pilot is hurt by the cousin .,the cousin hurts the pilot .,the pilot is hurt by the cousin .
the uncle leaves the computer .,the computer is left by the uncle .,the uncle leaves the computer .,the computer is left by the uncle .
the doctor smells the button .,the button is smelled by the doctor .,the doctor smells the button .,the button is smelled by the doctor .
the girl raises the chicken .,the chicken is raised by the girl .,the girl raises the chicken .,the chicken is raised by the girl .
the chief collects the jacket .,the jacket is collected by the chief .,the chief collects the jacket .,the jacket is collected by the chief .
the student grabs the coffee .,the coffee is grabbed by the student .,the student grabs the coffee .,the coffee is grabbed by the student .
the president joins the club .,the club is joined by the president .,the president joins the club .,the club is joined by the president .
the priest embraces the bishop .,the bishop is embraced by the priest .,the priest embraces the bishop .,the bishop is embraced by the priest .
the opponent breaks the hat .,the hat is broken by the opponent .,the opponent breaks the hat .,the hat is broken by the opponent .
the cop chases the princess .,the princess is chased by the cop .,the cop chases the princess .,the princess is chased by the cop .
the club kept the juice .,the juice was kept by the club .,the club kept the juice .,the juice was kept by the club .
the manager beat the woman .,the woman was beaten by the manager .,the manager beat the woman .,the woman was beaten by the manager .
the wife struck the actor .,the actor was struck by the wife .,the wife struck the actor .,the actor was struck by the wife .
the winner smelled the pie .,the pie was smelled by the winner .,the winner smelled the pie .,the pie was smelled by the winner .
the president chased the club .,the club was chased by the president .,the president chased the club .,the club was chased by the president .
the wife bothered the champion .,the champion was bothered by the wife .,the wife bothered the champion .,the champion was bothered by the wife .
the opponent washed the wire .,the wire was washed by the opponent .,the opponent washed the wire .,the wire was washed by the opponent .
the opponent accepted the iron .,the iron was accepted by the opponent .,the opponent accepted the iron .,the iron was accepted by the opponent .
the princess joined the hero .,the hero was joined by the princess .,the princess joined the hero .,the hero was joined by the princess .
the soldier kissed the aunt .,the aunt was kissed by the soldier .,the soldier kissed the aunt .,the aunt was kissed by the soldier .
the singer washed the leader .,the leader was washed by the singer .,the singer washed the leader .,the leader was washed by the singer .
the employer caught the leader .,the leader was caught by the employer .,the employer caught the leader .,the leader was caught by the employer .
the child tasted the salad .,the salad was tasted by the child .,the child tasted the salad .,the salad was tasted by the child .
the president destroyed the coffee .,the coffee was destroyed by the president .,the president destroyed the coffee .,the coffee was destroyed by the president .
the champion selected the candy .,the candy was selected by the champion .,the champion selected the candy .,the candy was selected by the champion .
the woman purchased the button .,the button was purchased by the woman .,the woman purchased the button .,the button was purchased by the woman .
the buddy killed the teacher .,the teacher was killed by the buddy .,the buddy killed the teacher .,the teacher was killed by the buddy .
the parent purchased the cigarette .,the cigarette was purchased by the parent .,the parent purchased the cigarette .,the cigarette was purchased by the parent .
the kid forgot the coffee .,the coffee was forgotten by the kid .,the kid forgot the coffee .,the coffee was forgotten by the kid .
the guy grabbed the opponent .,the opponent was grabbed by the guy .,the guy grabbed the opponent .,the opponent was grabbed by the guy .
the scientist hurts the army .,the army is hurt by the scientist .,the scientist hurts the army .,the army is hurt by the scientist .
the business purchases the coffee .,the coffee is purchased by the business .,the business purchases the coffee .,the coffee is purchased by the business .
the doctor forgets the woman .,the woman is forgotten by the doctor .,the doctor forgets the woman .,the woman is forgotten by the doctor .
the author hurts the student .,the student is hurt by the author .,the author hurts the student .,the student is hurt by the author .
the worker breaks the gun .,the gun is broken by the worker .,the worker breaks the gun .,the gun is broken by the worker .
the candidate chases the administration .,the administration is chased by the candidate .,the candidate chases the administration .,the administration is chased by the candidate .
the woman eats the candy .,the candy is eaten by the woman .,the woman eats the candy .,the candy is eaten by the woman .
the lady eats the salad .,the salad is eaten by the lady .,the lady eats the salad .,the salad is eaten by the lady .
the employer embraces the king .,the king is embraced by the employer .,the employer embraces the king .,the king is embraced by the employer .
the lawyer joins the employee .,the employee is joined by the lawyer .,the lawyer joins the employee .,the employee is joined by the lawyer .
the author surprised the king .,the king was surprised by the author .,the author surprised the king .,the king was surprised by the author .
the boy taught the adult .,the adult was taught by the boy .,the boy taught the adult .,the adult was taught by the boy .
the physician wanted the coffee .,the coffee was wanted by the physician .,the physician wanted the coffee .,the coffee was wanted by the physician .
the manager smelled the plate .,the plate was smelled by the manager .,the manager smelled the plate .,the plate was smelled by the manager .
the physician washed the king .,the king was washed by the physician .,the physician washed the king .,the king was washed by the physician .
the king selected the candy .,the candy was selected by the king .,the king selected the candy .,the candy was selected by the king .
the opponent kept the salad .,the salad was kept by the opponent .,the opponent kept the salad .,the salad was kept by the opponent .
the reader forgave the aunt .,the aunt was forgiven by the reader .,the reader forgave the aunt .,the aunt was forgiven by the reader .
the teacher removed the telephone .,the telephone was removed by the teacher .,the teacher removed the telephone .,the telephone was removed by the teacher .
the colonel ate the meal .,the meal was eaten by the colonel .,the colonel ate the meal .,the meal was eaten by the colonel .
the minister raised the chicken .,the chicken was raised by the minister .,the minister raised the chicken .,the chicken was raised by the minister .
the bishop chased the business .,the business was chased by the bishop .,the bishop chased the business .,the business was chased by the bishop .
the aunt forgave the uncle .,the uncle was forgiven by the aunt .,the aunt forgave the uncle .,the uncle was forgiven by the aunt .
the man drank the beer .,the beer was drunk by the man .,the man drank the beer .,the beer was drunk by the man .
the prince wrapped the knife .,the knife was wrapped by the prince .,the prince wrapped the knife .,the knife was wrapped by the prince .
the band purchased the beer .,the beer was purchased by the band .,the band purchased the beer .,the beer was purchased by the band .
the employee comforted the guest .,the guest was comforted by the employee .,the employee comforted the guest .,the guest was comforted by the employee .
the son removed the telephone .,the telephone was removed by the son .,the son removed the telephone .,the telephone was removed by the son .
the bishop joined the band .,the band was joined by the bishop .,the bishop joined the band .,the band was joined by the bishop .
the boy drank the tea .,the tea was drunk by the boy .,the boy drank the tea .,the tea was drunk by the boy .
a cop raises a knife .,a knife is raised by a cop .,a cop raises a knife .,a knife is raised by a cop .
a mayor removes a guitar .,a guitar is removed by a mayor .,a mayor removes a guitar .,a guitar is removed by a mayor .
a minister hurries an author .,an author is hurried by a minister .,a minister hurries an author .,an author is hurried by a minister .
a sheriff catches a meal .,a meal is caught by a sheriff .,a sheriff catches a meal .,a meal is caught by a sheriff .
a corporation keeps a cup .,a cup is kept by a corporation .,a corporation keeps a cup .,a cup is kept by a corporation .
a colonel surprises a worker .,a worker is surprised by a colonel .,a colonel surprises a worker .,a worker is surprised by a colonel .
a brother forgets a meal .,a meal is forgotten by a brother .,a brother forgets a meal .,a meal is forgotten by a brother .
a husband leaves a flower .,a flower is left by a husband .,a husband leaves a flower .,a flower is left by a husband .
an employer comforts a nurse .,a nurse is comforted by an employer .,an employer comforts a nurse .,a nurse is comforted by an employer .
a nurse selects a juice .,a juice is selected by a nurse .,a nurse selects a juice .,a juice is selected by a nurse .
the company used the iron .,the iron was used by the company .,the company used the iron .,the iron was used by the company .
the leader discovered the newspaper .,the newspaper was discovered by the leader .,the leader discovered the newspaper .,the newspaper was discovered by the leader .
the winner discovered the flower .,the flower was discovered by the winner .,the winner discovered the flower .,the flower was discovered by the winner .
the doctor left the motor .,the motor was left by the doctor .,the doctor left the motor .,the motor was left by the doctor .
the brother dragged the hat .,the hat was dragged by the brother .,the brother dragged the hat .,the hat was dragged by the brother .
the guest judged the corporation .,the corporation was judged by the guest .,the guest judged the corporation .,the corporation was judged by the guest .
the parent surprised the champion .,the champion was surprised by the parent .,the parent surprised the champion .,the champion was surprised by the parent .
the administration used the card .,the card was used by the administration .,the administration used the card .,the card was used by the administration .
the priest raised the wire .,the wire was raised by the priest .,the priest raised the wire .,the wire was raised by the priest .
the woman removed the machine .,the machine was removed by the woman .,the woman removed the machine .,the machine was removed by the woman .
an actress wrapped a bell .,a bell was wrapped by an actress .,an actress wrapped a bell .,a bell was wrapped by an actress .
an author caught a cup .,a cup was caught by an author .,an author caught a cup .,a cup was caught by an author .
a professor bothered a champion .,a champion was bothered by a professor .,a professor bothered a champion .,a champion was bothered by a professor .
a friend forgave a guest .,a guest was forgiven by a friend .,a friend forgave a guest .,a guest was forgiven by a friend .
a winner killed a pilot .,a pilot was killed by a winner .,a winner killed a pilot .,a pilot was killed by a winner .
a sheriff judged an administration .,an administration was judged by a sheriff .,a sheriff judged an administration .,an administration was judged by a sheriff .
a wife tasted a candy .,a candy was tasted by a wife .,a wife tasted a candy .,a candy was tasted by a wife .
a captain drank a juice .,a juice was drunk by a captain .,a captain drank a juice .,a juice was drunk by a captain .
a lady hurried a priest .,a priest was hurried by a lady .,a lady hurried a priest .,a priest was hurried by a lady .
a guy kissed a champion .,a champion was kissed by a guy .,a guy kissed a champion .,a champion was kissed by a guy .
the writer kisses the captain .,the captain is kissed by the writer .,the writer kisses the captain .,the captain is kissed by the writer .
the boy carries the beer .,the beer is carried by the boy .,the boy carries the beer .,the beer is carried by the boy .
the writer hurts the captain .,the captain is hurt by the writer .,the writer hurts the captain .,the captain is hurt by the writer .
the nurse judges the administration .,the administration is judged by the nurse .,the nurse judges the administration .,the administration is judged by the nurse .
the kid chases the author .,the author is chased by the kid .,the kid chases the author .,the author is chased by the kid .
the son discovers the salad .,the salad is discovered by the son .,the son discovers the salad .,the salad is discovered by the son .
the president hurries the woman .,the woman is hurried by the president .,the president hurries the woman .,the woman is hurried by the president .
the pilot describes the juice .,the juice is described by the pilot .,the pilot describes the juice .,the juice is described by the pilot .
the cop prepares the glass .,the glass is prepared by the cop .,the cop prepares the glass .,the glass is prepared by the cop .
the princess washes the engine .,the engine is washed by the princess .,the princess washes the engine .,the engine is washed by the princess .
the captain struck the lady .,the lady was struck by the captain .,the captain struck the lady .,the lady was struck by the captain .
the princess collected the cheese .,the cheese was collected by the princess .,the princess collected the cheese .,the cheese was collected by the princess .
the nurse bothered the priest .,the priest was bothered by the nurse .,the nurse bothered the priest .,the priest was bothered by the nurse .
the sheriff tasted the chicken .,the chicken was tasted by the sheriff .,the sheriff tasted the chicken .,the chicken was tasted by the sheriff .
the princess kept the juice .,the juice was kept by the princess .,the princess kept the juice .,the juice was kept by the princess .
the nurse forgave the actress .,the actress was forgiven by the nurse .,the nurse forgave the actress .,the actress was forgiven by the nurse .
the child protected the prince .,the prince was protected by the child .,the child protected the prince .,the prince was protected by the child .
the army wanted the chicken .,the chicken was wanted by the army .,the army wanted the chicken .,the chicken was wanted by the army .
the manager carried the cigarette .,the cigarette was carried by the manager .,the manager carried the cigarette .,the cigarette was carried by the manager .
the hero hurt the singer .,the singer was hurt by the hero .,the hero hurt the singer .,the singer was hurt by the hero .
the partner uses the cup .,the cup is used by the partner .,the partner uses the cup .,the cup is used by the partner .
the hero wraps the telephone .,the telephone is wrapped by the hero .,the hero wraps the telephone .,the telephone is wrapped by the hero .
the champion hurries the partner .,the partner is hurried by the champion .,the champion hurries the partner .,the partner is hurried by the champion .
the buddy protects the manager .,the manager is protected by the buddy .,the buddy protects the manager .,the manager is protected by the buddy .
the student helps the husband .,the husband is helped by the student .,the student helps the husband .,the husband is helped by the student .
the teacher kills the leader .,the leader is killed by the teacher .,the teacher kills the leader .,the leader is killed by the teacher .
the champion grabs the cup .,the cup is grabbed by the champion .,the champion grabs the cup .,the cup is grabbed by the champion .
the chief beats the buddy .,the buddy is beaten by the chief .,the chief beats the buddy .,the buddy is beaten by the chief .
the employer hurries the son .,the son is hurried by the employer .,the employer hurries the son .,the son is hurried by the employer .
the corporation wants the juice .,the juice is wanted by the corporation .,the corporation wants the juice .,the juice is wanted by the corporation .
the professor removed the newspaper .,the newspaper was removed by the professor .,the professor removed the newspaper .,the newspaper was removed by the professor .
the bishop punched the king .,the king was punched by the bishop .,the bishop punched the king .,the king was punched by the bishop .
the guy forgot the cheese .,the cheese was forgotten by the guy .,the guy forgot the cheese .,the cheese was forgotten by the guy .
the cop forgave the corporation .,the corporation was forgiven by the cop .,the cop forgave the corporation .,the corporation was forgiven by the cop .
the aunt forgot the flower .,the flower was forgotten by the aunt .,the aunt forgot the flower .,the flower was forgotten by the aunt .
the uncle washed the newspaper .,the newspaper was washed by the uncle .,the uncle washed the newspaper .,the newspaper was washed by the uncle .
the teacher smelled the chicken .,the chicken was smelled by the teacher .,the teacher smelled the chicken .,the chicken was smelled by the teacher .
the daughter wrapped the newspaper .,the newspaper was wrapped by the daughter .,the daughter wrapped the newspaper .,the newspaper was wrapped by the daughter .
the nurse caught the guest .,the guest was caught by the nurse .,the nurse caught the guest .,the guest was caught by the nurse .
the mayor hurried the aunt .,the aunt was hurried by the mayor .,the mayor hurried the aunt .,the aunt was hurried by the mayor .
the cop dragged the plate .,the plate was dragged by the cop .,the cop dragged the plate .,the plate was dragged by the cop .
the opponent left the card .,the card was left by the opponent .,the opponent left the card .,the card was left by the opponent .
the secretary raised the cheese .,the cheese was raised by the secretary .,the secretary raised the cheese .,the cheese was raised by the secretary .
the son ate the chocolate .,the chocolate was eaten by the son .,the son ate the chocolate .,the chocolate was eaten by the son .
the princess dragged the glass .,the glass was dragged by the princess .,the princess dragged the glass .,the glass was dragged by the princess .
the captain taught the parent .,the parent was taught by the captain .,the captain taught the parent .,the parent was taught by the captain .
the cousin described the tea .,the tea was described by the cousin .,the cousin described the tea .,the tea was described by the cousin .
the brother kept the beer .,the beer was kept by the brother .,the brother kept the beer .,the beer was kept by the brother .
the mayor killed the teacher .,the teacher was killed by the mayor .,the mayor killed the teacher .,the teacher was killed by the mayor .
the reader left the computer .,the computer was left by the reader .,the reader left the computer .,the computer was left by the reader .
an employer forgave an administration .,an administration was forgiven by an employer .,an employer forgave an administration .,an administration was forgiven by an employer .
a kid destroyed a writer .,a writer was destroyed by a kid .,a kid destroyed a writer .,a writer was destroyed by a kid .
a candidate raised a salad .,a salad was raised by a candidate .,a candidate raised a salad .,a salad was raised by a candidate .
a president embraced a prince .,a prince was embraced by a president .,a president embraced a prince .,a prince was embraced by a president .
a teacher bothered a secretary .,a secretary was bothered by a teacher .,a teacher bothered a secretary .,a secretary was bothered by a teacher .
a minister judged a club .,a club was judged by a minister .,a minister judged a club .,a club was judged by a minister .
a parent ate a chocolate .,a chocolate was eaten by a parent .,a parent ate a chocolate .,a chocolate was eaten by a parent .
a priest forgave a colonel .,a colonel was forgiven by a priest .,a priest forgave a colonel .,a colonel was forgiven by a priest .
an opponent understood a writer .,a writer was understood by an opponent .,an opponent understood a writer .,a writer was understood by an opponent .
